Name,Options,Score,Rank
A.Korkunov Dark with whole hazelnut 190g,A.Korkunov Milk whole HZLNT 14 * 90g,75.09566729917773,3
A.Korkunov Dark with whole hazelnut 192g,A.Korkunov Hor. Whole hazelnut 12 * 90g,79.91600423953365,1
A.Korkunov Dark with whole hazelnut 192g,A.Korkunov Mol. Whole hazelnut 12 * 90g,78.77871621621621,2
A.Korkunov Dark with whole hazelnut 192g,A.Korkunov Milk whole HZLNT 14 * 90g,73.71895424836602,3
A.Korkunov Dark&Milk 110g SPRING,A.Korkunov as DrkMlk SprSlv 14 * 110g,76.32033339022585,1
A.Korkunov Dark&Milk 110g SPRING,A.Korkunov Silver Spring 7 * 110g,75.65550041356492,2
A.Korkunov Dark&Milk 110g SPRING,A.Korkunov assor DrkMilk 10 * 192g,74.85152827558741,3
A.Korkunov Milk 100g,A.Korkunov Mono milk 10 * 192g,82.74436090225565,1
A.Korkunov Milk 100g,A.Korkunov Collection Milk 10 * 110g,81.62745098039215,2
A.Korkunov Milk 100g,A.KORKUNOV Milk assorted 10 * 192g,81.47916666666667,3
A.Korkunov Milk 100g Hazelnut,A.Korkunov Mol. Whole hazelnut 12 * 90g,77.35648911510981,1
A.Korkunov Milk 100g Hazelnut,A.Korkunov Milk whole HZLNT 14 * 90g,75.69137150881572,2
A.Korkunov Milk 100g Hazelnut,A.Korkunov Hor. Whole hazelnut 12 * 90g,75.32581547064306,3
A.Korkunov Milk 100g Raisins&Chopped Nuts,A.Korkunov Mono milk 10 * 192g,68.43012422360248,1
A.Korkunov Milk 100g Raisins&Chopped Nuts,A.Korkunov Milk whole HZLNT 14 * 90g,67.36953242835595,2
A.Korkunov Milk 100g Raisins&Chopped Nuts,A.Korkunov Milk Chocolate 14 * 90g,66.94521604938272,3
A.Korkunov Milk 90g,A.Korkunov Milk Chocolate 14 * 90g,87.97916666666667,1
A.Korkunov Milk 90g,A.Korkunov Milk whole HZLNT 14 * 90g,86.86274509803923,2
A.Korkunov Milk 90g,Korkunov Milk 14 * 90g,84.91520467836257,3
A.Korkunov Milk 90g Hazelnut,A.Korkunov Mol. Whole hazelnut 12 * 90g,83.20871803480499,1
A.Korkunov Milk 90g Hazelnut,A.Korkunov Hor. Whole hazelnut 12 * 90g,81.47981747981748,2
A.Korkunov Milk 90g Hazelnut,A.Korkunov Milk whole HZLNT 14 * 90g,80.79810385692738,3
A.Korkunov Milk 90g Raisins&Chopped Nuts,A.Korkunov Milk whole HZLNT 14 * 90g,71.42508798391151,1
A.Korkunov Milk 90g Raisins&Chopped Nuts,A.Korkunov Milk Chocolate 14 * 90g,71.00290835707501,2
A.Korkunov Milk 90g Raisins&Chopped Nuts,A.Korkunov MShok / DrNut / Raisins 14 * 90g,70.95005145005145,3
A.Korkunov Milk with whohazelnut 190g,A.Korkunov Milk whole HZLNT 14 * 90g,77.73523428551891,1
A.Korkunov Milk with whohazelnut 190g,A.Korkunov Mol. Whole hazelnut 12 * 90g,72.94042429526301,2
A.Korkunov Milk with whohazelnut 190g,A.Korkunov Milk Chocolate 14 * 90g,71.96299871299871,3
A.Korkunov Milk with whohazelnut 250g,A.Korkunov Milk whole HZLNT 14 * 90g,74.49597975257204,1
A.Korkunov Milk with whohazelnut 250g,A.Korkunov Mol. Whole hazelnut 12 * 90g,71.23873873873875,2
A.Korkunov Milk with whohazelnut 250g,A.Korkunov Milk Chocolate 14 * 90g,68.99939362439362,3
A.Korkunov Milk with whohazelnut 256g,A.Korkunov Milk whole HZLNT 14 * 90g,72.79143008554773,1
A.Korkunov Milk with whohazelnut 256g,A.Korkunov Mol. Whole hazelnut 12 * 90g,69.86890338614477,2
A.Korkunov Milk with whohazelnut 256g,A.Korkunov Mono milk 10 * 192g,68.97981747981748,3
A.Korkunov Milk with whole hazelnut 140g,A.Korkunov Milk whole HZLNT 14 * 90g,83.27822341057635,1
A.Korkunov Milk with whole hazelnut 140g,A.Korkunov Mol. Whole hazelnut 12 * 90g,81.98054873054873,2
A.Korkunov Milk with whole hazelnut 140g,A.Korkunov Hor. Whole hazelnut 12 * 90g,79.27871621621621,3
A.Korkunov Milk with whole hazelnut 190g,A.Korkunov Mol. Whole hazelnut 12 * 90g,83.51404345521992,1
A.Korkunov Milk with whole hazelnut 190g,A.Korkunov Milk whole HZLNT 14 * 90g,83.37923351158645,2
A.Korkunov Milk with whole hazelnut 190g,A.Korkunov Hor. Whole hazelnut 12 * 90g,80.64721539721539,3
A.Korkunov Milk with whole hazelnut 250g,A.Korkunov Mol. Whole hazelnut 12 * 90g,81.98054873054873,1
A.Korkunov Milk with whole hazelnut 250g,A.Korkunov Milk whole HZLNT 14 * 90g,80.58491461100569,2
A.Korkunov Milk with whole hazelnut 250g,A.Korkunov Hor. Whole hazelnut 12 * 90g,79.27871621621621,3
A.Korkunov Milk with whole hazelnut 256g,A.Korkunov Mol. Whole hazelnut 12 * 90g,80.61204954954955,1
A.Korkunov Milk with whole hazelnut 256g,A.Korkunov Milk whole HZLNT 14 * 90g,78.88562091503267,2
A.Korkunov Milk with whole hazelnut 256g,A.Korkunov Hor. Whole hazelnut 12 * 90g,77.7417175239756,3
A.Korkunov Milk with whole hazelnut 259g,A.Korkunov Mol. Whole hazelnut 12 * 90g,81.98054873054873,1
A.Korkunov Milk with whole hazelnut 259g,A.Korkunov Milk whole HZLNT 14 * 90g,80.58491461100569,2
A.Korkunov Milk with whole hazelnut 259g,A.Korkunov Hor. Whole hazelnut 12 * 90g,79.27871621621621,3
A.Korkunov Morelia 4*(2*275g) M,A.KORKUNOV MORELIA 8 * 275G,89.95862068965516,1
A.Korkunov Morelia 4*(2*275g) M,A.Korkunov Vase Spring 4 * 229g,69.76959247648902,2
A.Korkunov Morelia 4*(2*275g) M,A.KORKUNOV Assorted mol 10 * 256g,67.01534716512712,3
A.Korkunov Nut Collection 110g,A.Korkunov Nut Collection 10 * 110g,97.08585858585859,1
A.Korkunov Nut Collection 110g,A.Korkunov Nut Collection 10 * 192g,91.41919191919192,2
A.Korkunov Nut Collection 110g,A.Korkunov Collection Milk 10 * 110g,82.07298474945533,3
A.Korkunov Nut Collection 192g,A.Korkunov Nut Collection 10 * 192g,97.1969696969697,1
A.Korkunov Nut Collection 192g,A.Korkunov Nut Collection 10 * 110g,89.60606060606061,2
A.Korkunov Nut Collection 192g,A.Korkunov White collection 14 * 204g,81.57760141093475,3
A.Korkunov Premium 256g,A.Korkunov Premium Spring 10 * 256g,91.86671058410188,1
A.Korkunov Premium 256g,A.Korkunov ass TemMol prnt 10 * 256g,77.78484147282101,2
A.Korkunov Premium 256g,A.KORKUNOV Assorted mol 10 * 256g,76.95452867793607,3
A.Korkunov Premium 274g,A.Korkunov Premium Spring 10 * 256g,81.6726268900182,1
A.Korkunov Premium 274g,A.KORKUNOV MORELIA 8 * 275G,74.77818459191457,2
A.Korkunov Premium 274g,A.Korkunov Stick Spring 22 * ​​73g,70.21980676328502,3
A.Korkunov R&W SPR 10*192g,A.Korkunov Mono milk 10 * 192g,80.04761904761905,1
A.Korkunov R&W SPR 10*192g,A.Korkunov ass MolTemn prnt 10 * 192g,79.15569358178054,2
A.Korkunov R&W SPR 10*192g,A.KORKUNOV Assorted dark 10 * 192g,78.65090579710144,3
A.Korkunov Silver box NY 110g,A.Korkunov Silver NY 8 * 110g,90.90351049546452,1
A.Korkunov Silver box NY 110g,A.Korkunov Silver Spring 7 * 110g,81.12840192806823,2
A.Korkunov Silver box NY 110g,A.Korkunov assor TemMol NG 14 * 110g,72.38933964390354,3
A.Korkunov Stick NY 73g,A.Korkunov Stick Spring 22 * ​​73g,86.82981993851558,1
A.Korkunov Stick NY 73g,A.Korkunov Silver NY 8 * 110g,75.83091787439614,2
A.Korkunov Stick NY 73g,A.Korkunov Gorky Shock 55% NG 14 * 90g,69.87016454178926,3
A.Korkunov Stick Spring 73g,A.Korkunov Stick Spring 22 * ​​73g,97.16666666666667,1
A.Korkunov Stick Spring 73g,A.Korkunov Silver Spring 7 * 110g,77.35610271327896,2
A.Korkunov Stick Spring 73g,A.Korkunov Vase Spring 4 * 229g,77.18892537858055,3
A.Korkunov Valenso Assorted 8*200g,A.Korkunov Assorted 20 * 90g,80.12277526395174,1
A.Korkunov Valenso Assorted 8*200g,A.KORKUNOV Assorted milk 8 * 137g,78.77248576850094,2
A.Korkunov Valenso Assorted 8*200g,A.Korkunov Assorted 18 * 90g,78.70764203117145,3
A.Korkunov Valenso Milk 50g Spring,A.Korkunov Vase Spring 4 * 229g,73.32454361054766,1
A.Korkunov Valenso Milk 50g Spring,A.Korkunov Silver Spring 7 * 110g,72.85275376578349,2
A.Korkunov Valenso Milk 50g Spring,A.Korkunov Mono milk 10 * 192g,71.65469824293353,3
A.Korkunov Vase 229g SPRING,A.Korkunov Vase Spring 4 * 229g,89.98616432524479,1
A.Korkunov Vase 229g SPRING,A.Korkunov Stick Spring 22 * ​​73g,75.50375738056897,2
A.Korkunov Vase 229g SPRING,A.Korkunov Silver Spring 7 * 110g,72.73291430748186,3
A.Korkunov Vase NY 229g,A.Korkunov Vase Spring 4 * 229g,87.58077779292172,1
A.Korkunov Vase NY 229g,A.Korkunov Silver NY 8 * 110g,75.92386360426025,2
A.Korkunov Vase NY 229g,A.Korkunov ass New Year col 10 * 120g,70.46997929606626,3
A.Korkunov Viliena 275g,A.KORKUNOV MORELIA 8 * 275G,82.56521739130436,1
A.Korkunov Viliena 275g,A.Korkunov assor Vesen flavors 15 * 75g,71.03368585977282,2
A.Korkunov Viliena 275g,A.Korkunov White collection 14 * 204g,70.21226980494716,3
A.Korkunov dark milk NY premium 256g,A.Korkunov Premium Spring 10 * 256g,76.46849446849447,1
A.Korkunov dark milk NY premium 256g,A.KORKUNOV Assorted dark mol 10 * 256g,72.50617283950618,2
A.Korkunov dark milk NY premium 256g,A.KORKUNOV Assorted dark 10 * 256g,69.83333333333333,3
A.Korkunov орех коллекция 10*110г,A.Korkunov Nut Collection 10 * 110g,79.52109328579917,1
A.Korkunov орех коллекция 10*110г,A.Korkunov Assorted 10 * 126g,79.23747276688454,2
A.Korkunov орех коллекция 10*110г,A.Korkunov Collection Milk 10 * 110g,79.13725490196079,3
A.Коркунов Ассорти темн мол 10*256г,A. Korkunov Assorted milk 8 * 137g,52.05246913580246,1
A.Коркунов Ассорти темн мол 10*256г,A. Korkunov Mol. club crunch B 14 * 90g,51.95862529195862,2
A.Коркунов Ассорти темн мол 10*256г,A. Korkunov Assorted dark mol 8 * 137g,51.30864197530864,3
AB 1196 Maltesers 175g,Maltesers chocolate balls 10 * 175g,51.90978411566647,1
AB 1196 Maltesers 175g,MALTESERS 146g * 16 Box New Year,42.61447811447811,2
AB 1196 Maltesers 175g,Maltesers chocolate balls 20 * 85g,42.26241582491583,3
BE-KIND 40g,Snickers 16 * (5 * 40g),48.1409520036971,1
BE-KIND 40g,Snickers 28 * (5 * 40g),48.1409520036971,2
BE-KIND 40g,Snickers 20 * (9 * 40g),47.523668053079824,3
BE-KIND Almond & Coconut 40g,Dove milk caram almonds NG 16 * 90g,43.500962000962,1
BE-KIND Almond & Coconut 40g,Dove milk almond / orange peel 16 * 90g,43.32804232804233,2
BE-KIND Almond & Coconut 40g,Dove mol.shok almond / ap grill NG 16 * 90g,42.274928774928775,3
BE-KIND Almond&Coconut 40g,Dove milk almond / orange peel 16 * 90g,40.25220458553792,1
BE-KIND Almond&Coconut 40g,Dove milk caram almonds NG 16 * 90g,40.14141414141414,2
BE-KIND Almond&Coconut 40g,Dove Dark Chocolate 16 * 90g,40.005027652086476,3
BE-KIND Cml Almond&SeaSalt 40g,Dove milk caram almonds NG 16 * 90g,45.67673486489078,1
BE-KIND Cml Almond&SeaSalt 40g,Snickers 16 * (5 * 40g),41.09078957253399,2
BE-KIND Cml Almond&SeaSalt 40g,Snickers 20 * (9 * 40g),41.09078957253399,3
BE-KIND DrkChocNuts&SeaSalt40g,Dove Dark Chocolate 16 * 90g,37.323824136197366,1
BE-KIND DrkChocNuts&SeaSalt40g,Dove Milk chocolate 16 * 90g,35.62282640730917,2
BE-KIND DrkChocNuts&SeaSalt40g,Pre-pack mini Twix Salted 3300g,35.25196205660611,3
BE-KIND HoRstd Nts&SeaSalt 40g,Snickers 16 * (5 * 40g),43.25160798183111,1
BE-KIND HoRstd Nts&SeaSalt 40g,Snickers 20 * (9 * 40g),43.25160798183111,2
BE-KIND HoRstd Nts&SeaSalt 40g,Snickers 28 * (5 * 40g),43.25160798183111,3
BE-KIND MplGlz Pcn&SeaSalt 40g,Snickers 16 * (5 * 40g),40.62782660957103,1
BE-KIND MplGlz Pcn&SeaSalt 40g,Snickers 20 * (9 * 40g),40.62782660957103,2
BE-KIND MplGlz Pcn&SeaSalt 40g,Snickers 28 * (5 * 40g),40.62782660957103,3
BE-KIND PB Dark Chocolate 40g,Dove Dark Chocolate 16 * 90g,58.61598809874672,1
BE-KIND PB Dark Chocolate 40g,Dove Milk chocolate 16 * 90g,49.875114399615306,2
BE-KIND PB Dark Chocolate 40g,Dove milk chocolate NG 16 * 90g,48.66283524904215,3
BE-KIND PR DrkChocNuts 50g,Dove Dark Chocolate 16 * 90g,39.82371794871795,1
BE-KIND PR DrkChocNuts 50g,Dove Milk chocolate prnt 16 * 90g,39.27566400147045,2
BE-KIND PR DrkChocNuts 50g,Dove Milk Shock. hazelnuts 16 * 90g,38.938185271518606,3
BE-KIND PR Toasted CmlNuts 50g,Pre-pack mini Twix Salted 3300g,40.966221353318126,1
BE-KIND PR Toasted CmlNuts 50g,Dove Milk Shock. hazelnuts 16 * 90g,40.06060606060606,2
BE-KIND PR Toasted CmlNuts 50g,Snickers Minis with hazelnuts 9 * 180g,39.00670960815888,3
BE-KIND PntBut DarkChoc 6*12*40g KZ,CEL 12 * 320g StdBot RU,43.48677248677249,1
BE-KIND PntBut DarkChoc 6*12*40g KZ,Snickers 16 * (5 * 40g),42.99134525605114,2
BE-KIND PntBut DarkChoc 6*12*40g KZ,Snickers 12 * 24 * 50g RU,42.68253968253968,3
BOUNTY 55G,Bounty 6 * 32 * 55g RUS,85.75438596491227,1
BOUNTY 55G,Bounty 6 * 32 * 55g RU BY KZ AM KG MD,77.67676767676768,2
BOUNTY 55G,Bounty 17 * (7 * 27.5g),76.43137254901961,3
BOUNTY Mango std 52g,Bounty Mango std 4 * 32 * 52g CEAB1,88.98387096774194,1
BOUNTY Mango std 52g,Bounty Paradise Mango 4 * 32 * 52g,81.23391812865496,2
BOUNTY Mango std 52g,Bounty Paradise Mango 7kg,73.3156862745098,3
Bounty 28*(7*27.5g),Bounty 28 * (7 * 27.5g),100.0,1
Bounty 28*(7*27.5g),Bounty 17 * (7 * 27.5g),88.82679738562092,2
Bounty 28*(7*27.5g),Bounty 28 * (7 * 27.5g) RU KZ AM KG MD,86.4375,3
Bounty 6*32*55г,Bounty 6 * 32 * 55g RUS,87.45614035087719,1
Bounty 6*32*55г,Bounty 6 * 32 * 55g RU BY KZ AM KG MD,78.91414141414141,2
Bounty 6*32*55г,Bounty Trio 6 * 24 * 82.5g RUS,73.17338217338217,3
Bounty Loose 1kg,Bounty Loose 1kg AZ GE TJ UZ,87.90476190476191,1
Bounty Loose 1kg,Bounty times. end 1kg RUS,77.51858974358974,2
Bounty Loose 1kg,Bounty minis 1kg CEAB,75.75900488400488,3
Bounty Loose 1kg MANGO,Bounty Loose 1kg AZ GE TJ UZ,81.64069264069263,1
Bounty Loose 1kg MANGO,Bounty Paradise Mango 7kg,73.07171717171717,2
Bounty Loose 1kg MANGO,Bounty minis 1kg CEAB,72.79377811730753,3
Bounty Loose 3kg,Bounty 3kg RU,80.17278554778555,1
Bounty Loose 3kg,Bounty Loose 1kg AZ GE TJ UZ,79.57738095238095,2
Bounty Loose 3kg,Bounty times. end 3kg RUS,77.51858974358974,3
Bounty Loose 3kg PINEAPPLE,Bounty Paradise Pineapple 7kg,76.94015754360582,1
Bounty Loose 3kg PINEAPPLE,Bounty Paradise Pineapple 8kg X5,73.20308857808858,2
Bounty Loose 3kg PINEAPPLE,Bounty 3kg RU,72.26340326340326,3
Bounty Loose 7kg,Bounty Loose 1kg AZ GE TJ UZ,79.57738095238095,1
Bounty Loose 7kg,Bounty Paradise Mango 7kg,77.90238095238095,2
Bounty Loose 7kg,Bounty times. end 7kg RUS,77.51858974358974,3
Bounty Loose 7kg MANGO,Bounty Paradise Mango 7kg,75.21913875598086,1
Bounty Loose 7kg MANGO,Bounty Loose 1kg AZ GE TJ UZ,74.53679653679653,2
Bounty Loose 7kg MANGO,Bounty 3kg RU,69.24592074592074,3
Bounty Loose 8kg,Bounty bulk 8kg,81.05555555555556,1
Bounty Loose 8kg,Bounty Loose 1kg AZ GE TJ UZ,79.57738095238095,2
Bounty Loose 8kg,Bounty Paradise Pineapple 8kg X5,74.0625,3
Bounty Loose 8kg PINEAPPLE X5,Bounty Paradise Pineapple 8kg X5,81.50453138815207,1
Bounty Loose 8kg PINEAPPLE X5,Bounty Paradise Pineapple 7kg,75.31504702194357,2
Bounty Loose 8kg PINEAPPLE X5,Bounty bulk 8kg,74.1015325670498,3
Bounty Loose 8kg X5,Bounty Paradise Pineapple 8kg X5,78.55701754385966,1
Bounty Loose 8kg X5,Bounty bulk 8kg,78.49415204678363,2
Bounty Loose 8kg X5,Bounty Loose 1kg AZ GE TJ UZ,74.54511278195488,3
Bounty MP7*26g MANGO,Bounty Paradise Mango 7kg,72.96666666666667,1
Bounty MP7*26g MANGO,Bounty Paradise Mango 4 * 32 * 52g,71.10457516339869,2
Bounty MP7*26g MANGO,Bounty Mango std 4 * 32 * 52g CEAB1,67.76209677419355,3
Bounty MP7*26g PINEAPPLE,Bounty Paradise Pineapple 28 * (7 * 26g),76.40522875816994,1
Bounty MP7*26g PINEAPPLE,Bounty Paradise Pineapple 7kg,75.62104254890099,2
Bounty MP7*26g PINEAPPLE,Bounty Paradise Pineapple 8kg X5,72.69444444444444,3
Bounty MP7*27.5g,Bounty 17 * (7 * 27.5g),83.59033613445378,1
Bounty MP7*27.5g,Bounty 28 * (7 * 27.5g),83.59033613445378,2
Bounty MP7*27.5g,Bounty 28 * (7 * 27.5g) RU KZ AM KG MD,75.47023809523809,3
Bounty MP7*27.5g +1 220g,Bounty 17 * (7 * 27.5g),74.45609548167093,1
Bounty MP7*27.5g +1 220g,Bounty 28 * (7 * 27.5g),72.78942881500426,2
Bounty MP7*27.5g +1 220g,Bounty 28 * (7 * 27.5g) RU KZ AM KG MD,66.90962157809984,3
Bounty Trio 82.5g,Bounty Trio 6 * 24 * 82.5g RUS,89.31674208144796,1
Bounty Trio 82.5g,Bounty 28 * (7 * 27.5g),70.5082956259427,2
Bounty Trio 82.5g,Bounty 17 * (7 * 27.5g),70.37254901960785,3
Bounty std 52g MANGO,Bounty Mango std 4 * 32 * 52g CEAB1,81.48387096774194,1
Bounty std 52g MANGO,Bounty Paradise Mango 4 * 32 * 52g,74.74074074074075,2
Bounty std 52g MANGO,Bounty Paradise Mango 7kg,73.3156862745098,3
Bounty std 52g PINEAPPLE,Bounty Mango std 4 * 32 * 52g CEAB1,75.194743130227,1
Bounty std 52g PINEAPPLE,Bounty Paradise Pineapple 4 * 32 * 52g,75.0718954248366,2
Bounty std 52g PINEAPPLE,Bounty Paradise Pineapple 7kg,74.57662835249043,3
Bounty std 55g,Bounty 6 * 32 * 55g RUS,78.7155388471178,1
Bounty std 55g,Bounty Mango std 4 * 32 * 52g CEAB1,75.05719012170626,2
Bounty std 55g,Bounty 6 * 32 * 55g RU BY KZ AM KG MD,72.06349206349206,3
Bounty Трио 6*24*82.5г РУС,Bounty Trio 6 * 24 * 82.5g RUS,83.80128205128206,1
Bounty Трио 6*24*82.5г РУС,Bounty 6 * 32 * 55g RUS,74.27192982456141,2
Bounty Трио 6*24*82.5г РУС,BountyTrio 6 * 24 * 82.5g RUKZ AM KG MD,71.02380952380952,3
Celebrations Champagne Bottle 108g,Celebrations 20 * 108g RU,74.256719163638,1
Celebrations Champagne Bottle 108g,CELEBRATIONS Chest 2 * 4 * 315g,65.33395580454403,2
Celebrations Champagne Bottle 108g,Celebrations 12 * 312g RU,63.7382779198636,3
Celebrations Champagne Bottle 312g,Celebrations 12 * 312g RU,73.59005249697132,1
Celebrations Champagne Bottle 312g,CELEBRATIONS Chest 2 * 4 * 315g,70.13788639449338,2
Celebrations Champagne Bottle 312g,Celebrations 20 * 108g RU,64.40494458653026,3
Champagne Bottle 320g,CEL 12 * 320g StdBot XM EE LV LT,38.304232804232804,1
Champagne Bottle 320g,CEL 12 * 320g StdBot RU,37.848324514991184,2
Champagne Bottle 320g,Maltesers chocolate balls 20 * 85g,37.04351462807345,3
DOVE MILK PLAIN 90G,Dove milk plain 16 * 90g,96.37878787878788,1
DOVE MILK PLAIN 90G,Dove milk hzlnt / raisins 16 * 90g,81.9541910331384,2
DOVE MILK PLAIN 90G,Dove dark plain 16 * 90g,81.60625996810207,3
DOVE MILK WHOLE HZLNT 90g,Dove milk whole hzlnt 16 * 90g,96.80952380952381,1
DOVE MILK WHOLE HZLNT 90g,Dove milk chop hzlnt 16 * 90g,85.84635241301908,2
DOVE MILK WHOLE HZLNT 90g,Dove Mol.shock. whole. hazelnuts 16 * 90g,80.89017094017093,3
DOVE Milk Chop Hzlnt 90g,Dove milk chop hzlnt 16 * 90g,96.7962962962963,1
DOVE Milk Chop Hzlnt 90g,Dove milk whole hzlnt 16 * 90g,85.87157287157288,2
DOVE Milk Chop Hzlnt 90g,Dove Milk Shock. hazelnuts 16 * 90g,79.03941589811156,3
DOVE Promises Dark 14*96g,DOVE Promises des assort 14 * 118g,78.27045454545454,1
DOVE Promises Dark 14*96g,DOVE Promises Assorted 14 * 118g,77.22626262626262,2
DOVE Promises Dark 14*96g,Dove Promises des assort B 14 * 118g,76.96898395721925,3
DOVE Promises assorti 14*165g,DOVE Promises des assort 14 * 118g,85.88914677276746,1
DOVE Promises assorti 14*165g,DOVE Promises Assorted 14 * 118g,84.87739463601532,2
DOVE Promises assorti 14*165g,Dove Promises des assort B 14 * 118g,84.72983304727727,3
DOVE Promises Вес ассор 14*118г,DOVE Promises Assorted 14 * 118g,85.55555555555554,1
DOVE Promises Вес ассор 14*118г,Dove Promises milk colo 14 * 118g,84.81720430107526,2
DOVE Promises Вес ассор 14*118г,DOVE Promises des assort 14 * 118g,84.41666666666667,3
DOVE Promises дес асс НГ 14*118г,DOVE Promises Assorted 14 * 118g,85.55555555555554,1
DOVE Promises дес асс НГ 14*118г,Dove Promises milk colo 14 * 118g,84.81720430107526,2
DOVE Promises дес асс НГ 14*118г,DOVE Promises des assort 14 * 118g,84.41666666666667,3
DOVE Proms milk alm/car 14*93g,Dove Promises milk collec 14 * 118g,74.65415019762845,1
DOVE Proms milk alm/car 14*93g,Dove Promises milk colo 14 * 118g,74.30403615396602,2
DOVE Proms milk alm/car 14*93g,Dove milk caram almonds NG 16 * 90g,69.36130536130536,3
Dove Dark 100g,Dove dark plain 16 * 90g,81.06493506493507,1
Dove Dark 100g,Dove Dark Chocolate 16 * 90g,78.42857142857143,2
Dove Dark 100g,Dove milk plain 16 * 90g,67.14935064935065,3
Dove Dark 90g,Dove dark plain 16 * 90g,87.63636363636363,1
Dove Dark 90g,Dove Dark Chocolate 16 * 90g,83.84615384615385,2
Dove Dark 90g,Dove milk fig 16 * 90g,74.06410256410255,3
Dove Dark MP3*100g,Dove dark plain 16 * 90g,77.55050505050505,1
Dove Dark MP3*100g,Dove Dark Chocolate 16 * 90g,70.55413105413105,2
Dove Dark MP3*100g,Dove milk chop hzlnt 16 * 90g,65.92260208926875,3
Dove Milk 100g,Dove milk plain 16 * 90g,81.06493506493507,1
Dove Milk 100g,Dove milk fig 16 * 90g,80.67216117216117,2
Dove Milk 100g,Dove Milk chocolate 16 * 90g,78.42857142857143,3
Dove Milk 100g Chopped Hazelnut,Dove milk chop hzlnt 16 * 90g,76.54360812425328,1
Dove Milk 100g Chopped Hazelnut,Dove Milk Shock. hazelnuts 16 * 90g,72.59345205207758,2
Dove Milk 100g Chopped Hazelnut,Dove milk fig 16 * 90g,69.00179211469533,3
Dove Milk 100g Pear,Dove milk plain 16 * 90g,75.43959330143541,1
Dove Milk 100g Pear,Dove milk fig 16 * 90g,72.97994987468671,2
Dove Milk 100g Pear,Dove Milk chocolate prnt 16 * 90g,72.46670439539709,3
Dove Milk 100g Pear NY,Dove milk almond / orange peel 16 * 90g,70.88600288600288,1
Dove Milk 100g Pear NY,Dove milk plain 16 * 90g,70.23232323232322,2
Dove Milk 100g Pear NY,Dove milk fig 16 * 90g,68.9949494949495,3
Dove Milk 100g Walnut Brittle,Dove milk plain 16 * 90g,66.6942748721333,1
Dove Milk 100g Walnut Brittle,Dove milk fig 16 * 90g,64.92241379310344,2
Dove Milk 100g Walnut Brittle,Dove milk chocolate NG 16 * 90g,64.84150030248034,3
Dove Milk 100g Whole Hazelnut,Dove milk whole hzlnt 16 * 90g,80.51220818162348,1
Dove Milk 100g Whole Hazelnut,Dove Milk Shock. hazelnuts 16 * 90g,76.84186694531523,2
Dove Milk 100g Whole Hazelnut,Dove Mol.shock. whole. hazelnuts 16 * 90g,76.837680518715,3
Dove Milk 90g,Dove milk fig 16 * 90g,89.24358974358974,1
Dove Milk 90g,Dove milk plain 16 * 90g,87.63636363636363,2
Dove Milk 90g,Dove Milk chocolate 16 * 90g,83.84615384615385,3
Dove Milk 90g Caramel Almond,Dove milk caram almonds NG 16 * 90g,80.78138528138528,1
Dove Milk 90g Caramel Almond,Dove milk almond / orange peel 16 * 90g,72.89233954451346,2
Dove Milk 90g Caramel Almond,Dove milk fig 16 * 90g,71.0079365079365,3
Dove Milk 90g Caramel Almond NY,Dove milk caram almonds NG 16 * 90g,80.69119232022457,1
Dove Milk 90g Caramel Almond NY,Dove milk almond / orange peel 16 * 90g,71.80245775729647,2
Dove Milk 90g Caramel Almond NY,Dove milk fig 16 * 90g,70.00179211469533,3
Dove Milk 90g Caramel/Almond,Dove milk caram almonds NG 16 * 90g,80.78138528138528,1
Dove Milk 90g Caramel/Almond,Dove milk almond / orange peel 16 * 90g,72.89233954451346,2
Dove Milk 90g Caramel/Almond,Dove milk fig 16 * 90g,71.0079365079365,3
Dove Milk 90g Chopped Hazelnut,Dove milk chop hzlnt 16 * 90g,80.46296296296296,1
Dove Milk 90g Chopped Hazelnut,Dove Milk Shock. hazelnuts 16 * 90g,75.3425559947299,2
Dove Milk 90g Chopped Hazelnut,Dove milk fig 16 * 90g,72.72222222222223,3
Dove Milk 90g Fig,Dove milk fig 16 * 90g,87.77450980392156,1
Dove Milk 90g Fig,Dove Milk Shock. figs 16 * 90g,80.94911297852474,2
Dove Milk 90g Fig,Dove milk plain 16 * 90g,80.1027926322044,3
Dove Milk 90g Hazelnut Raisins,Dove milk hzlnt / raisins 16 * 90g,83.19444444444444,1
Dove Milk 90g Hazelnut Raisins,Dove Milk Shock. hazelnuts 16 * 90g,79.63708513708514,2
Dove Milk 90g Hazelnut Raisins,Dove Mol.shock. hazelnuts / raisins 16 * 90g,78.08119658119658,3
Dove Milk 90g Pear NY,Dove milk plain 16 * 90g,75.86219336219337,1
Dove Milk 90g Pear NY,Dove milk fig 16 * 90g,74.6031746031746,2
Dove Milk 90g Pear NY,Dove milk almond / orange peel 16 * 90g,73.34920634920634,3
Dove Milk 90g Whole Hazelnut,Dove milk whole hzlnt 16 * 90g,82.49567099567099,1
Dove Milk 90g Whole Hazelnut,Dove Milk Shock. hazelnuts 16 * 90g,79.0988455988456,2
Dove Milk 90g Whole Hazelnut,Dove Mol.shock. whole. hazelnuts 16 * 90g,77.43620268620269,3
Dove Milk 90g almond/orange peel,Dove milk almond / orange peel 16 * 90g,89.20436507936508,1
